"","responseid","RMTQ","OPEN","CONSC","EXTRA","AGREE","NEURO","specism","RSE","selfcontrol","hightemp","socialt","solitaryt","riska","anxiety","avoidance","stress","socialdiversity","networksize","socialembedded","prejafr","rwa","lonely","SDO","DASS","WEMWBS","OVP","intuition","anxiety2","avoidance2","wellbeing","anxious","selfesteem","selfdiscipline","loneliness","sdo2","rightprej","impulsive","thoughtful","trusting","rwa2","stimulation","sociable","leader","empathic","STRAQ"
"149","R_3e8BPZmsBf3B3Lz",3.16666666666667,3.66666666666667,3.29166666666667,3.04347826086957,3.29166666666667,4.125,1,2.8,3.23076923076923,4.57142857142857,3,3,4.66666666666667,4.5,4,2.64285714285714,7,23,5,2.93333333333333,3.25,2.3,6.4375,2.45,3.35714285714286,2.0625,5.75,4.625,4,2.86666666666667,4.2,3.22222222222222,2.44444444444444,2.33333333333333,6.90909090909091,2.94736842105263,2.69230769230769,4.18181818181818,1.2,3.4,3.4,2,4,4.57142857142857,2.45
"150","R_3EF0G439aloZHVb",2.22222222222222,4.375,3,3,3.54166666666667,3.66666666666667,1,3.1,3.69230769230769,3.71428571428571,2.2,3.5,3.33333333333333,4.77777777777778,3.77777777777778,2.35714285714286,7,43,6,2.4,1.75,2.9,6.375,2.8,3.35714285714286,2.125,4,4.8125,3.77777777777778,2.46666666666667,3.5,3.38888888888889,2.33333333333333,2.94444444444444,6.36363636363636,2.15789473684211,4.38461538461539,3,2,1.46666666666667,4.6,4.11111111111111,1.53846153846154,4.5,2.75
"151","R_3EG1BuiKznoUzh1",2.61111111111111,3,3.54166666666667,2.78260869565217,4.45833333333333,3.29166666666667,1,2.1,2.84615384615385,4.28571428571429,3.6,1.5,3.33333333333333,NA,1,2.42857142857143,7,18,5,3.6,2.4,3.35,5.9375,3,2.78571428571429,2.5625,4.25,NA,1,2.46666666666667,4,2.66666666666667,2.94444444444444,3.38888888888889,6,3.68421052631579,3.46153846153846,1.81818181818182,2.6,2.2,2.4,3.22222222222222,2.92307692307692,5.14285714285714,2.1
"152","R_3EhwqFZflWs5akH",2.05555555555556,3.58333333333333,3.875,4,4.04166666666667,2.54166666666667,1.66666666666667,1.8,2.07692307692308,3.57142857142857,3.2,2.75,2.33333333333333,2.94444444444444,2.16666666666667,3.71428571428571,9,38,7,2.46666666666667,2.35,3.9,5.0625,1.05,4,3.5,7.75,2.8125,2.16666666666667,4,2,1.72222222222222,3.94444444444444,3.88888888888889,5,2.36842105263158,3.07692307692308,2.09090909090909,4,2.2,3.4,4.55555555555556,3.84615384615385,4.14285714285714,2.75
"153","R_3EiJidycDAaiA4p",2.11111111111111,3.58333333333333,4.08333333333333,2.78260869565217,3.875,3.625,2,2.5,2.30769230769231,2.42857142857143,3,3.75,4.33333333333333,4.83333333333333,2.61111111111111,2.64285714285714,6,25,6,4.06666666666667,2.85,3.3,6.3125,1.75,2.35714285714286,1.6875,7.75,5,2.61111111111111,2.66666666666667,2.8,2.88888888888889,3.83333333333333,3.33333333333333,6.27272727272727,3.84210526315789,4.53846153846154,2.45454545454545,2.6,3,4.2,2.33333333333333,2.84615384615385,4.5,3.5
"154","R_3EMclJY9F05Yiyb",2.55555555555556,3.58333333333333,4.125,3.21739130434783,3.875,2.54166666666667,2.16666666666667,2,2.15384615384615,4.57142857142857,4,3.5,3.33333333333333,3.27777777777778,2.38888888888889,3.07142857142857,6,30,7,2.46666666666667,1.6,3.85,6.5,1.15,3.78571428571429,2.875,6.75,3.25,2.38888888888889,3.46666666666667,1.7,2.05555555555556,3.77777777777778,3.83333333333333,6.72727272727273,2.26315789473684,4.38461538461539,3.18181818181818,3.2,1.4,3,2.88888888888889,3.76923076923077,4.35714285714286,2.9
"155","R_3ena31nbzCE2yGY",2.27777777777778,3.54166666666667,3.33333333333333,3.56521739130435,4.75,2.58333333333333,2,1.6,3.46153846153846,3.71428571428571,2.8,3,4,3.11111111111111,4.05555555555556,2.78571428571429,6,27,6,3.66666666666667,2.6,3.45,7,2.45,3.78571428571429,2.9375,5.5,2.9375,4.05555555555556,3.1,3,1.83333333333333,3,3.38888888888889,7,3.52631578947368,3.38461538461538,3,4,2.46666666666667,3.8,4.11111111111111,2.84615384615385,4.78571428571429,2.7
"156","R_3EW3t6cdGMdkUIM",3.27777777777778,3.91666666666667,3.04166666666667,3.52173913043478,3.625,2.20833333333333,1.5,2.5,2.92307692307692,3.71428571428571,3,4,3,2.61111111111111,2.61111111111111,3.64285714285714,9,38,5,2.46666666666667,2.25,3.7,4.9375,1.7,4.21428571428571,3.5625,4.5,2.5,2.61111111111111,3.86666666666667,2.2,2.33333333333333,2.77777777777778,3.72222222222222,4,2.42105263157895,3.30769230769231,4.09090909090909,2.6,2.46666666666667,4.6,3.11111111111111,3.92307692307692,3.07142857142857,3.15
"157","R_3FJ7CJbECYdiRPn",2.83333333333333,2.83333333333333,4,3.17391304347826,3.20833333333333,3.625,1.5,1.8,2.92307692307692,3.14285714285714,3,2.875,4.66666666666667,1.72222222222222,1.66666666666667,2.92857142857143,7,30,6,4.26666666666667,2.3,2.7,6,1.65,3.5,2.3125,8,1.6875,1.66666666666667,3.46666666666667,3.3,2.5,3.77777777777778,2.72222222222222,5.72727272727273,4,3.53846153846154,2.81818181818182,1.4,2,2.2,2,3.61538461538462,3.5,2.9
"158","R_3fVjpVVRSqO8xMs",2.38888888888889,2.91666666666667,2.41666666666667,2.78260869565217,2.75,3.70833333333333,2.83333333333333,2.7,3.69230769230769,3.85714285714286,1.2,2.875,3,4.16666666666667,4.22222222222222,2.28571428571429,5,19,7,2,2.2,2.85,5.4375,2.5,2.85714285714286,2.0625,5.5,4.0625,4.22222222222222,2.5,3.4,3.16666666666667,1.88888888888889,2.88888888888889,6,2.31578947368421,2.69230769230769,2.36363636363636,2,1.93333333333333,3,2.88888888888889,2.38461538461538,3.42857142857143,2.2
"159","R_3g4V5yDaET0QLrP",2.77777777777778,3.66666666666667,3.75,4.04347826086957,3.54166666666667,2.91666666666667,2.66666666666667,1.4,3.61538461538462,2.14285714285714,2.6,4.5,3.33333333333333,3.33333333333333,NA,3.42857142857143,5,23,6,4.26666666666667,2.05,3.55,6.8125,1.2,4,NA,5,3.4375,NA,3.73333333333333,2.4,1.72222222222222,3.27777777777778,3.61111111111111,6.90909090909091,3.84210526315789,3.53846153846154,3.36363636363636,2.6,1.86666666666667,3.2,3.77777777777778,3.53846153846154,4,3.8
"160","R_3G6UGEEiRgVVVV5",2.61111111111111,3.41666666666667,4.04166666666667,4.21739130434783,3.04166666666667,2.66666666666667,2.5,2,2.53846153846154,1.85714285714286,2.6,3.75,2,3.44444444444444,6.16666666666667,3.92857142857143,5,14,6,2.46666666666667,1.7,3.45,5.5625,2.4,4.85714285714286,3.5,6.5,3.375,6.16666666666667,3.8,2.7,2,3.83333333333333,3.38888888888889,5.27272727272727,2.26315789473684,3.46153846153846,2.54545454545455,2.8,1.86666666666667,3.4,4.33333333333333,4.07692307692308,2.71428571428571,3.6
"161","R_3h49Ia77Es19wl3",2.55555555555556,3.29166666666667,3.33333333333333,3.1304347826087,3.625,2.83333333333333,1.83333333333333,2,3.30769230769231,3.14285714285714,1.6,2.875,2.66666666666667,4.22222222222222,4.55555555555556,3.57142857142857,6,17,5,4,3.25,2.3,4.3125,2.25,3.42857142857143,2.75,8,4.3125,4.55555555555556,3.1,2,2.05555555555556,2.61111111111111,2.27777777777778,4.81818181818182,4.05263157894737,3.61538461538462,3,3,3,3.6,3,3.15384615384615,3.5,2.55
"162","R_3HRtB3WuOyN60y5",2.61111111111111,2.08333333333333,4.08333333333333,3.65217391304348,3.75,3.16666666666667,4.33333333333333,1.6,2.76923076923077,3.71428571428571,2.6,3.75,5,3.66666666666667,2.66666666666667,3.35714285714286,5,15,5,5.33333333333333,4.1,3.8,3.5,1.55,4.07142857142857,3.1875,7,3.6875,2.66666666666667,3.86666666666667,3.1,1.61111111111111,3.77777777777778,3.83333333333333,3.72727272727273,5.26315789473684,3.38461538461538,1.90909090909091,2.2,4.06666666666667,1.6,3.55555555555556,4,3.78571428571429,2.95
"163","R_3hzRX40MpIXKkwP",2.83333333333333,4.16666666666667,3.20833333333333,3.1304347826087,3.54166666666667,2.625,2.83333333333333,1.9,3.15384615384615,2.28571428571429,3,2.75,2.66666666666667,4,3.5,3.92857142857143,5,18,6,2.93333333333333,2.45,3,5.375,1.45,4,3.3125,6.5,4.0625,3.5,3.7,1.8,1.72222222222222,2.72222222222222,3.05555555555556,5.27272727272727,2.68421052631579,3.69230769230769,3.36363636363636,2.8,2.13333333333333,4.4,2.33333333333333,3,4,3.15
"164","R_3I0EoPVC0fn3KOF",2.5,4.04166666666667,4.04166666666667,4.17391304347826,3.91666666666667,2.29166666666667,2,1.9,2.23076923076923,2.14285714285714,3.4,4.125,3,4.11111111111111,3.38888888888889,3.64285714285714,5,16,6,2.2,1.9,3.05,5.875,1.3,3.5,2.9375,7.75,4.25,3.38888888888889,3.8,1.9,2.11111111111111,4.27777777777778,3,6.45454545454545,2.15789473684211,3.92307692307692,2.72727272727273,3.2,1.73333333333333,4.6,4.77777777777778,3.30769230769231,4.21428571428571,3.85
"165","R_3IbDpG5UYUGUnfQ",2.38888888888889,3.83333333333333,4.375,3.52173913043478,4.04166666666667,2.70833333333333,1.5,1.7,1.76923076923077,4.42857142857143,1.6,3.75,4.33333333333333,2.05555555555556,2.22222222222222,4.71428571428571,7,26,6,2.93333333333333,2.65,3.35,7,1.15,3.71428571428571,3.3125,9,2.1875,2.22222222222222,4.33333333333333,2,2.66666666666667,4.38888888888889,3.38888888888889,7,2.84210526315789,4.38461538461539,2.90909090909091,2.4,2.73333333333333,4.4,2.66666666666667,4.07692307692308,4.85714285714286,2.45
"166","R_3ilQ2U4Y8oRC8gz",2.27777777777778,3.45833333333333,4.08333333333333,4.17391304347826,4.08333333333333,3,3.33333333333333,1.3,2.61538461538462,1.42857142857143,4,4,5,4.55555555555556,2.22222222222222,2.78571428571429,5,23,6,2.86666666666667,2.05,3.95,5.3125,1.35,3.71428571428571,2.25,4.5,4.75,2.22222222222222,3.53333333333333,3.1,1.61111111111111,4.27777777777778,3.94444444444444,5.09090909090909,2.68421052631579,3.92307692307692,2.45454545454545,2,1.6,2.8,4.77777777777778,3.30769230769231,4.71428571428571,4.2
"167","R_3iRp4evJQR0w0QS",3.11111111111111,3.875,3.83333333333333,NA,4.54166666666667,2.625,1,1.9,2.76923076923077,3,4.8,4.875,4,3.05555555555556,2.11111111111111,3.35714285714286,5,21,6,2.66666666666667,1.65,3.65,6.3125,2.1,3.85714285714286,2.5,5.5,3.125,2.11111111111111,3.43333333333333,3.3,1.88888888888889,2.88888888888889,3.66666666666667,6.27272727272727,2.57894736842105,4.69230769230769,4.09090909090909,4,1.46666666666667,4.2,NA,3.30769230769231,4.57142857142857,4.2
"168","R_3iVV6jmtWrotz9E",2.16666666666667,2.95833333333333,3.5,3.26086956521739,4.04166666666667,2.54166666666667,3.16666666666667,1.9,1.92307692307692,2.57142857142857,2.6,3.75,3.66666666666667,3.55555555555556,2.5,3.21428571428571,6,12,4,4.73333333333333,3.85,3.7,5.625,1.4,3.64285714285714,NA,6.5,3.5625,2.5,3.46666666666667,1.8,2,3.38888888888889,3.72222222222222,6,4.57894736842105,3.84615384615385,1.81818181818182,3.2,3.73333333333333,3.6,3.22222222222222,3,4.28571428571429,3.35
"169","R_3j1el2D1ZyTAuU0",3.16666666666667,3.625,3.54166666666667,3.17391304347826,4.33333333333333,3.91666666666667,1.33333333333333,2.3,2.92307692307692,3.85714285714286,4.2,4,3.66666666666667,3.11111111111111,1.11111111111111,2.07142857142857,6,25,6,3.33333333333333,2.7,3.85,5.75,2.95,3.35714285714286,1.6875,4.25,3.0625,1.11111111111111,2.3,3.9,2.61111111111111,2.61111111111111,4,6.09090909090909,3.31578947368421,3.76923076923077,3.81818181818182,4,2.66666666666667,3.6,2.44444444444444,3.38461538461538,4.71428571428571,3.4
"170","R_3kHyCiqQI5DtHGN",2.27777777777778,3.16666666666667,3.25,3.91304347826087,4.08333333333333,3.45833333333333,2,2.6,3.23076923076923,2.28571428571429,3,4.125,2,NA,2.22222222222222,2.71428571428571,6,21,6,3.2,2.45,3.7,5.5625,1.55,3.64285714285714,2.625,6.5,3.8125,2.22222222222222,3.03333333333333,2.5,3,3.05555555555556,3.77777777777778,5.72727272727273,3.21052631578947,2.92307692307692,1.63636363636364,3.4,2.26666666666667,2.6,4.66666666666667,3.23076923076923,4.5,3.7
"171","R_3KMDwBpog3OMS36",2.66666666666667,3.66666666666667,3.45833333333333,3.78260869565217,4.04166666666667,2.58333333333333,1.5,1.8,2.76923076923077,2.28571428571429,3,2.625,4,3.94444444444444,2.61111111111111,3.35714285714286,6,15,6,4.33333333333333,2.25,3.2,6.125,1.4,4,3.375,5.75,4,2.61111111111111,3.83333333333333,2.2,1.94444444444444,3.44444444444444,3.16666666666667,6.45454545454545,4.26315789473684,2.76923076923077,3.09090909090909,3.4,2.2,3.4,3.33333333333333,3.69230769230769,4.35714285714286,3.1
"172","R_3KVNJCCgjktWxCq",1.88888888888889,3.375,3.08333333333333,2.8695652173913,3.75,3.79166666666667,2.5,2.2,3.15384615384615,4.85714285714286,3.6,2,4.33333333333333,3.44444444444444,1.38888888888889,2.14285714285714,5,15,6,5.06666666666667,2.4,3.1,4.1875,2.05,2.92857142857143,2.8125,7.5,3.4375,1.38888888888889,2.7,3.6,2.88888888888889,2.61111111111111,3.16666666666667,3.63636363636364,4.89473684210526,2.92307692307692,3.09090909090909,4.2,2.2,3.8,2.44444444444444,3,4.28571428571429,2.1
"173","R_3KZLtYq2PQjwoJq",2.5,3.125,4.375,3.95652173913043,4,1.83333333333333,1.5,1.4,1.46153846153846,4,3.6,2.5,4,1.94444444444444,1.55555555555556,4.07142857142857,9,24,5,4.06666666666667,3,3.6,4.875,1.2,4.42857142857143,3,7.25,2.0625,1.55555555555556,4.33333333333333,1.4,1.33333333333333,4.27777777777778,3.61111111111111,5,4,4.69230769230769,2.72727272727273,3.4,2.86666666666667,3.6,2.44444444444444,4.07692307692308,3.85714285714286,2.6
"174","R_3lJrgVGTxwKVGsA",2.22222222222222,3.70833333333333,4,3.95652173913043,4.20833333333333,2.29166666666667,2.16666666666667,1.4,2.30769230769231,3.71428571428571,4.4,3.25,3.33333333333333,3.44444444444444,2.11111111111111,3.35714285714286,6,26,7,4.13333333333333,2.8,3.85,5.3125,1.2,3.5,3.1875,8.5,3.5625,2.11111111111111,3.7,1.6,1.66666666666667,3.66666666666667,3.83333333333333,5.18181818181818,3.94736842105263,4.07692307692308,3.09090909090909,3.6,2.53333333333333,2.8,3.88888888888889,3.92307692307692,4.42857142857143,3.2
"175","R_3lLKf94O5Y97Cem",2.16666666666667,3.79166666666667,4,3.47826086956522,4.41666666666667,2.41666666666667,2.16666666666667,1.7,2.30769230769231,2,2.6,2.25,3.33333333333333,3.44444444444444,2.33333333333333,3.35714285714286,7,36,5,3,2.3,2.9,5.75,1.7,3.85714285714286,2.9375,6,3.5625,2.33333333333333,3.56666666666667,1.9,2,4.05555555555556,2.83333333333333,5.90909090909091,2.89473684210526,3.92307692307692,2.27272727272727,4,2.4,4,3.77777777777778,3.53846153846154,4.71428571428571,2.95
"176","R_3lQrJPgNGdk4jdE",2.5,2.95833333333333,3.66666666666667,2.1304347826087,2.58333333333333,3.79166666666667,2.83333333333333,3.1,2.23076923076923,4.57142857142857,2.2,2.5,4,NA,4.44444444444444,1.57142857142857,4,9,5,5.46666666666667,2.85,2.65,3.9375,3,2.42857142857143,1.5,8,NA,4.44444444444444,1.86666666666667,3.7,3.61111111111111,3.77777777777778,2.77777777777778,3.90909090909091,5.21052631578947,3.69230769230769,3.90909090909091,2,2.53333333333333,3.2,2.11111111111111,2.69230769230769,2.28571428571429,2.05
"177","R_3m3hYS6umujXrOM",2.88888888888889,3.625,4.5,4.30434782608696,4.33333333333333,2.375,1.66666666666667,2,1.61538461538462,2,3.6,3.75,3.66666666666667,4.11111111111111,3.44444444444444,2.71428571428571,5,24,7,2.13333333333333,1.95,3.7,6.6875,1.85,4.14285714285714,3.6875,7,4.0625,3.44444444444444,3.16666666666667,1.9,2.05555555555556,4.61111111111111,3.66666666666667,6.81818181818182,2.05263157894737,3.53846153846154,2.63636363636364,2.8,1.6,4,4.55555555555556,4.23076923076923,4.85714285714286,3.8
"178","R_3M4D5SHhMPJOili",2.66666666666667,3.79166666666667,4.04166666666667,4.17391304347826,3.83333333333333,2.20833333333333,1.83333333333333,1.9,2.38461538461538,2.28571428571429,3.6,3,2,2.77777777777778,1.55555555555556,2.64285714285714,9,36,6,2.2,2.05,3.3,6,1.65,3.21428571428571,2.875,7.75,2.5,1.55555555555556,2.93333333333333,1.3,1.88888888888889,3.77777777777778,3.22222222222222,5.63636363636364,2.15789473684211,3.92307692307692,2.90909090909091,2.6,1.86666666666667,4.2,4.44444444444444,4,4,3.4
"179","R_3MAMLT5sqPGxXMg",2.88888888888889,3.91666666666667,3.83333333333333,3.43478260869565,3.91666666666667,3.25,1.5,1.8,2.92307692307692,1.85714285714286,1.8,4,4,4.38888888888889,3.05555555555556,2.5,8,65,7,1.93333333333333,1.6,3.45,6.6875,2.3,3.64285714285714,2.9375,9,4.5,3.05555555555556,2.73333333333333,2.9,2.05555555555556,2.66666666666667,3.5,7,2.05263157894737,4.07692307692308,3.27272727272727,2.2,1.26666666666667,4.8,3,4.07692307692308,4.21428571428571,3.5
"180","R_3MDMnc9MjZULtEw",2.05555555555556,2.375,3.29166666666667,2.43478260869565,3.29166666666667,2.25,1,1.6,2.61538461538462,2.28571428571429,1.6,2.875,4,3.11111111111111,4.88888888888889,3.07142857142857,7,20,6,3.4,NA,2.1,4.4375,1.25,3.21428571428571,2.6875,5.25,3.3125,4.88888888888889,3.26666666666667,1.4,1.77777777777778,3.27777777777778,2.05555555555556,4.90909090909091,3.47368421052632,4.15384615384615,3,3.2,NA,1.2,1.66666666666667,3.30769230769231,2.85714285714286,2.85
"181","R_3n0gfVMPKudKYwZ",2.38888888888889,3.75,3.41666666666667,4,3.83333333333333,3.41666666666667,4.33333333333333,2.3,2.61538461538462,1.42857142857143,3.4,4,3.33333333333333,4.27777777777778,1.27777777777778,3.14285714285714,5,29,7,2.13333333333333,2.1,3.75,5.6875,1.95,3.85714285714286,2.3125,7.75,4.1875,1.27777777777778,3.3,3.1,2.66666666666667,2.83333333333333,3.83333333333333,5.45454545454545,2.05263157894737,3.46153846153846,2.45454545454545,3.4,1.46666666666667,3.8,4.88888888888889,3.53846153846154,4.64285714285714,4.05
"182","R_3n7rqIiOdSbV8e5",2.72222222222222,3.66666666666667,2.5,2.47826086956522,3.375,3.45833333333333,1.16666666666667,2.6,3.15384615384615,3.14285714285714,1.2,2.875,3,4.38888888888889,4.77777777777778,2.5,5,16,5,1.2,1.7,2.6,6,2.15,2.78571428571429,3,5,4.4375,4.77777777777778,2.7,2.4,3.22222222222222,2.05555555555556,2.55555555555556,6.09090909090909,1.31578947368421,3.15384615384615,3.45454545454545,2,1.66666666666667,3.2,2.55555555555556,1.92307692307692,3.64285714285714,2.45
"183","R_3NCzi81D7AdhF2z",3,4.16666666666667,3.16666666666667,3.60869565217391,3.375,3.75,1,2.1,2.15384615384615,4.42857142857143,1.8,4,3,1.66666666666667,1.38888888888889,2.21428571428571,8,11,4,4.66666666666667,1.65,3.25,4.5625,2.9,3.35714285714286,2.5,7,1.5625,1.38888888888889,2.5,4.4,2.05555555555556,3.72222222222222,3.16666666666667,4,4.42105263157895,1.84615384615385,4.09090909090909,1.4,1.2,4.4,4.11111111111111,3.46153846153846,4.42857142857143,2.6
"184","R_3nJy3mdRUbeJsN2",2.38888888888889,3.91666666666667,2.66666666666667,3.65217391304348,3.91666666666667,3.16666666666667,4.83333333333333,2.2,4.07692307692308,3.42857142857143,2.2,3.5,4,3.16666666666667,2,3.14285714285714,6,17,5,2.86666666666667,1.9,3.05,NA,2.05,3.71428571428571,3.3125,7,3.1875,2,3.36666666666667,2.7,2.38888888888889,2,3.11111111111111,NA,2.73684210526316,2.15384615384615,3.63636363636364,3,1.33333333333333,3,3.11111111111111,3.61538461538462,4.71428571428571,2.85
"185","R_3OqYqFxhBr4g1am",3.27777777777778,3.41666666666667,2.54166666666667,3.17391304347826,3.20833333333333,NA,1,2.6,3.46153846153846,3.42857142857143,3.8,3.75,3.33333333333333,4.33333333333333,3.5,2.64285714285714,6,13,5,3.53333333333333,2.55,2.55,5.8125,2.6,2.92857142857143,2.375,4,4.375,3.5,2.66666666666667,NA,2.66666666666667,2.5,2.72222222222222,6.09090909090909,3.47368421052632,1.84615384615385,4,2.4,2.33333333333333,4,2.77777777777778,3.30769230769231,3.85714285714286,3.35
"186","R_3oXBIsumAEQD0Qe",2.83333333333333,3.41666666666667,2.54166666666667,2.56521739130435,3.41666666666667,4,1.33333333333333,3.1,3.61538461538462,4.28571428571429,1.6,2.25,3.33333333333333,2.88888888888889,4.61111111111111,1.92857142857143,6,10,5,2.26666666666667,1.4,2.15,6.5625,3.3,2.5,1.75,7.5,2.8125,4.61111111111111,2.1,4.3,3.33333333333333,1.83333333333333,2.16666666666667,6.72727272727273,2.26315789473684,3.38461538461538,3.45454545454545,2.6,1.26666666666667,3.4,1.66666666666667,3,3.85714285714286,1.9
"187","R_3oZx5QifYlvNMXi",2.38888888888889,4.08333333333333,3.45833333333333,3.69565217391304,3.875,2.41666666666667,3.33333333333333,2.2,2.53846153846154,2.28571428571429,4,1.875,2.33333333333333,2.94444444444444,3.66666666666667,3.57142857142857,7,45,7,3.8,2.05,3.35,4.8125,1.8,4,3.1875,7.75,2.875,3.66666666666667,3.46666666666667,2,2.38888888888889,3.16666666666667,3.5,4.54545454545455,3.68421052631579,3.92307692307692,3.72727272727273,2.6,1.8,4,2.88888888888889,3.61538461538462,5,3.05
"188","R_3PGlglRCteiQyPn",2.27777777777778,3.41666666666667,3.04166666666667,3.34782608695652,4.04166666666667,3.75,1.66666666666667,1.7,3,3.14285714285714,3.2,3.5,4.66666666666667,3.27777777777778,1.66666666666667,3.14285714285714,5,22,6,3.33333333333333,3.05,3.65,5.5625,2.15,3.28571428571429,NA,6.5,3.4375,1.66666666666667,3,3.5,1.83333333333333,3.05555555555556,3.72222222222222,5.90909090909091,3.36842105263158,2.46153846153846,2.72727272727273,2.2,3.13333333333333,2.8,2.11111111111111,3.15384615384615,5,3.2
"189","R_3PY6Mcovy5wp0dX",2.11111111111111,3.75,2.79166666666667,NA,3.54166666666667,3.375,2.5,2.9,3.92307692307692,4,1.6,4,2.66666666666667,4.33333333333333,4.22222222222222,2.57142857142857,5,13,5,1.93333333333333,2.05,2.45,7,2.5,2.92857142857143,2.9375,7.5,4.25,4.22222222222222,2.6,3.4,3.27777777777778,1.88888888888889,2.5,7,1.94736842105263,3.84615384615385,2.18181818181818,2.4,1.6,4,NA,2.15384615384615,4.14285714285714,2.7
"190","R_3qJxbR3lTvumSJm",2.55555555555556,3.5,2.91666666666667,2.34782608695652,4.04166666666667,3.75,2.16666666666667,2.9,3.38461538461538,3.42857142857143,2.6,3.75,4,4.44444444444444,2.83333333333333,2.42857142857143,8,24,5,3.4,2.55,2.3,5.6875,2,3.57142857142857,2.1875,6,4.5,2.83333333333333,3.1,3.5,3.11111111111111,2.33333333333333,2.33333333333333,5.72727272727273,3.21052631578947,3.61538461538462,2.81818181818182,3.4,2.4,3.6,1.88888888888889,2.07692307692308,4.28571428571429,3.05
"191","R_3QRIa9Tjw0w09H4",2.22222222222222,4.33333333333333,3.54166666666667,3.60869565217391,4.29166666666667,2.45833333333333,2.5,2.4,2.38461538461538,3.28571428571429,3.8,3.25,2.66666666666667,2.55555555555556,1.33333333333333,3.78571428571429,7,28,6,1.33333333333333,1.45,3.3,6.5625,1.3,4.14285714285714,3.1875,8.25,2.4375,1.33333333333333,3.76666666666667,1.5,2.61111111111111,3.05555555555556,3.27777777777778,6.72727272727273,1.36842105263158,4,3.18181818181818,3.8,1.2,4.4,4.33333333333333,3.53846153846154,4.78571428571429,3.2
"192","R_3rGvB3CwGekaJfJ",2.22222222222222,2.875,3.04166666666667,3.82608695652174,3.54166666666667,2.91666666666667,2.33333333333333,2,3.23076923076923,2,3.8,3.5,3.66666666666667,3.16666666666667,1.77777777777778,3.35714285714286,6,22,6,3.86666666666667,2.2,3.9,6.1875,1.4,3.64285714285714,2.625,7.5,3.25,1.77777777777778,3.6,2.4,2.05555555555556,3.22222222222222,3.88888888888889,6.27272727272727,3.89473684210526,2.53846153846154,2.18181818181818,2.8,1.93333333333333,3,4.66666666666667,3,3.64285714285714,3.75
"193","R_3s1eEJoDhuoZ08L",2,3.29166666666667,2.75,2.21739130434783,2.45833333333333,2.75,3.16666666666667,2.5,2.53846153846154,2.14285714285714,1.6,2.875,2.33333333333333,4.05555555555556,4.38888888888889,2,6,13,4,2.66666666666667,4.1,1.85,4.3125,1.95,2.57142857142857,2.625,7.75,4,4.38888888888889,2.4,1.8,3.22222222222222,3.11111111111111,1.83333333333333,4.54545454545455,2.89473684210526,4.38461538461539,1.63636363636364,1.4,4.4,4.4,1.66666666666667,1.15384615384615,2.21428571428571,2.9
"194","R_3s7adbxUBwxLPSE",2.83333333333333,3.95833333333333,4.625,3.17391304347826,4.41666666666667,3.375,1,3,1.84615384615385,4.85714285714286,2,3.875,3.66666666666667,4.5,2.94444444444444,4.21428571428571,6,23,7,1.86666666666667,1.95,3.6,6.125,2.3,4.07142857142857,3.25,8,4.5,2.94444444444444,3.93333333333333,3.7,3.27777777777778,4.55555555555556,3.61111111111111,5.90909090909091,2,4.30769230769231,2.45454545454545,3.8,1.93333333333333,4.6,2.66666666666667,3.23076923076923,5,2.45
"195","R_3siiWMgCbIqWYRi",2.72222222222222,3.875,4.08333333333333,3.1304347826087,4.45833333333333,2.33333333333333,2.33333333333333,1.8,2.61538461538462,4.71428571428571,4.8,1.875,2.33333333333333,3.94444444444444,NA,3.85714285714286,6,15,5,1.66666666666667,2.15,3.5,5.5,1.35,4.21428571428571,3.4375,5.25,4.125,NA,3.76666666666667,1.5,1.88888888888889,3.55555555555556,3.55555555555556,5.45454545454545,1.73684210526316,4.15384615384615,3.72727272727273,4.2,1.73333333333333,3.6,2.33333333333333,3.30769230769231,4.92857142857143,2.4
"196","R_3ssLhFsKxb6kiyn",2.5,3.58333333333333,3.5,4.21739130434783,4.16666666666667,NA,2,1.4,2.38461538461538,2,3.2,2.875,2.33333333333333,4.16666666666667,2.88888888888889,3.78571428571429,6,31,6,2,2.35,3.6,6.75,1.55,3.92857142857143,3,6.25,4.3125,2.88888888888889,3.66666666666667,NA,1.44444444444444,3.72222222222222,3.55555555555556,6.63636363636364,2.05263157894737,2.69230769230769,2.81818181818182,4.4,2.26666666666667,2.8,4.44444444444444,3.69230769230769,4.71428571428571,3.35
"197","R_3suWoklExYJGLA3",2.66666666666667,3.08333333333333,3.625,2.8695652173913,3.875,2.25,3.33333333333333,1.6,3.07692307692308,2.42857142857143,2,1.75,4,2.72222222222222,1.55555555555556,3.92857142857143,5,18,6,3.26666666666667,3.05,3.4,3.75,1.25,3.71428571428571,2.8125,NA,2.625,1.55555555555556,3.8,1.6,1.66666666666667,2.55555555555556,3.44444444444444,3.72727272727273,3.52631578947368,3.76923076923077,2.81818181818182,3.6,3,3.8,2.55555555555556,3.84615384615385,4,2.45
