"","responseid","x","q55_1","q55_2","q55_3","q55_4","q55_5","q55_6","q55_7","hightemp","x.x","q55_13","q55_14","q55_15","q55_16","q55_17","q55_18","q55_19","q55_20","solitaryt","x.y","q55_8","q55_9","q55_10","q55_11","q55_12","socialt","q53_97","q53_98","q53_93","q53_99","q53_100","q53_101","q53_102","q53_104","q53_89","q53_91","q53_86","q53_79","q53_77","q53_94","q53_75","q53_73","q53_71","q53_69","avoidance","q53_1","q53_70","q53_72","q53_74","q53_76","q53_78","q53_80","q53_81","q53_82","q53_83","q53_84","q53_85","q53_87","q53_88","q53_90","q53_92","q53_95","q53_96","anxiety","STRAQ","anxiety2","avoidance2","wellbeing","anxious","selfesteem","selfdiscipline","loneliness","sdo2","rightprej","impulsive","thoughtful","trusting","rwa2","stimulation","sociable","leader","empathic"
"143","R_33BGgbrssCxLTjT",138,5,5,5,5,5,5,4,4.85714285714286,138,2,2,1,2,5,5,5,2,3,138,5,5,5,5,5,5,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,2,1,1,2,NA,2,2,2,5,6,2,2,5,3,1,6,2,1,1,5,1,5,1,2.88888888888889,2.85,2.875,NA,3.43333333333333,1.6,1.88888888888889,3.61111111111111,3.55555555555556,7,1.15789473684211,NA,3.63636363636364,4.4,1.93333333333333,5,4.44444444444444,3.53846153846154,4.85714285714286
"144","R_3CBqMCQnvnFRNEk",158,3,2,4,5,3,5,4,3.71428571428571,158,3,3,3,3,2,4,2,3,2.875,158,3,5,5,4,2,3.8,2,1,5,1,7,5,1,1,4,1,1,1,1,1,3,1,1,4,2.27777777777778,7,7,7,7,7,7,4,7,7,5,7,5,1,3,3,7,7,2,5.55555555555556,2.9,5.6875,2.27777777777778,3,3.9,2.83333333333333,2.72222222222222,3.11111111111111,4.90909090909091,4.36842105263158,2.30769230769231,3.81818181818182,2,3.53333333333333,3.4,3.66666666666667,NA,4.28571428571429
"145","R_3CC3pU66maLpx64",88,3,2,2,3,4,4,2,2.85714285714286,88,4,2,2,4,4,2,1,2,2.625,88,2,4,3,4,4,3.4,4,1,2,1,1,2,1,1,1,3,3,4,3,1,3,3,1,3,2.11111111111111,5,5,3,3,5,4,6,4,6,2,3,2,4,1,1,5,5,1,3.61111111111111,3,3.6875,2.11111111111111,3.16666666666667,3.4,2.44444444444444,2.66666666666667,3.27777777777778,5.27272727272727,3.10526315789474,3.23076923076923,NA,2.8,2.13333333333333,2.2,3.22222222222222,3.38461538461538,3.92857142857143
"146","R_3CHPIFZBvDJDFGg",125,5,5,4,5,5,4,1,4.14285714285714,125,5,3,2,5,5,5,5,4,4.25,125,5,4,3,5,5,4.4,7,7,7,4,4,5,5,3,5,3,3,6,3,5,7,7,3,4,4.88888888888889,1,1,1,1,1,1,1,1,1,2,3,1,2,1,5,1,1,1,1.44444444444444,3.45,1.5,4.88888888888889,3.4,2.5,1.83333333333333,2.88888888888889,3.66666666666667,6.72727272727273,1.94736842105263,4.15384615384615,3.27272727272727,4,1.93333333333333,4.4,3.22222222222222,3.61538461538462,3.85714285714286
"147","R_3CVgofTyD1CegBH",71,3,2,4,3,2,4,1,2.71428571428571,71,5,4,5,3,5,1,3,3,3.625,71,1,3,4,2,1,2.2,7,5,5,2,1,4,3,3,5,2,1,5,2,5,2,5,5,3,3.61111111111111,7,7,7,6,7,5,7,5,7,3,7,7,4,1,4,7,6,3,5.55555555555556,3.15,5.6875,3.61111111111111,2.66666666666667,3.2,2.72222222222222,2.38888888888889,3,5.54545454545455,2.84210526315789,3.53846153846154,3.09090909090909,2,4.93333333333333,4.4,2.66666666666667,2.92307692307692,3.85714285714286
"148","R_3DvzU2Vtjx5NY1k",199,4,1,1,2,2,2,2,2,199,4,2,2,4,3,4,4,3,3.25,199,1,1,1,1,1,1,3,3,2,2,2,1,1,2,3,2,1,2,2,2,3,1,3,3,2.11111111111111,6,7,6,5,3,6,7,4,7,3,7,5,5,7,6,5,6,3,5.44444444444444,2.95,5.5625,2.11111111111111,2.86666666666667,3.4,3.05555555555556,2.94444444444444,2.11111111111111,5,3.10526315789474,3.61538461538462,2.18181818181818,1.8,1.93333333333333,3.8,1.77777777777778,3.76923076923077,4.28571428571429
"149","R_3e8BPZmsBf3B3Lz",169,4,5,5,5,5,4,4,4.57142857142857,169,4,2,2,2,3,4,4,3,3,169,1,5,3,3,3,3,6,6,3,3,6,3,5,3,3,3,3,3,3,5,6,3,5,3,4,5,7,4,2,5,7,5,5,7,1,7,4,2,2,6,5,5,2,4.5,2.45,4.625,4,2.86666666666667,4.2,3.22222222222222,2.44444444444444,2.33333333333333,6.90909090909091,2.94736842105263,2.69230769230769,4.18181818181818,1.2,3.4,3.4,2,4,4.57142857142857
"150","R_3EF0G439aloZHVb",157,4,2,4,5,4,5,2,3.71428571428571,157,2,2,2,4,4,5,5,4,3.5,157,1,1,2,2,5,2.2,7,2,3,2,2,6,2,2,6,3,2,5,3,2,6,6,6,3,3.77777777777778,7,6,7,3,7,2,6,5,5,2,6,6,2,1,7,5,7,2,4.77777777777778,2.75,4.8125,3.77777777777778,2.46666666666667,3.5,3.38888888888889,2.33333333333333,2.94444444444444,6.36363636363636,2.15789473684211,4.38461538461539,3,2,1.46666666666667,4.6,4.11111111111111,1.53846153846154,4.5
"151","R_3EG1BuiKznoUzh1",42,5,5,5,5,4,4,2,4.28571428571429,42,1,1,1,1,4,1,2,1,1.5,42,1,4,4,5,4,3.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,5,5,6,7,1,5,1,7,NA,4,2,1,4,6,1,NA,2.1,NA,1,2.46666666666667,4,2.66666666666667,2.94444444444444,3.38888888888889,6,3.68421052631579,3.46153846153846,1.81818181818182,2.6,2.2,2.4,3.22222222222222,2.92307692307692,5.14285714285714
"152","R_3EhwqFZflWs5akH",23,4,2,4,4,4,4,3,3.57142857142857,23,2,2,4,2,4,2,4,2,2.75,23,3,4,2,4,3,3.2,2,2,2,2,1,2,1,2,6,2,2,2,2,2,2,2,2,3,2.16666666666667,5,2,2,2,4,1,4,4,4,2,6,2,2,1,1,3,5,3,2.94444444444444,2.75,2.8125,2.16666666666667,4,2,1.72222222222222,3.94444444444444,3.88888888888889,5,2.36842105263158,3.07692307692308,2.09090909090909,4,2.2,3.4,4.55555555555556,3.84615384615385,4.14285714285714
"153","R_3EiJidycDAaiA4p",83,2,1,4,4,2,3,1,2.42857142857143,83,4,3,3,3,4,5,4,4,3.75,83,1,3,3,4,4,3,1,1,3,1,1,1,1,5,4,3,4,4,4,1,5,3,1,4,2.61111111111111,5,5,5,5,6,5,5,6,5,4,6,5,4,4,4,6,5,2,4.83333333333333,3.5,5,2.61111111111111,2.66666666666667,2.8,2.88888888888889,3.83333333333333,3.33333333333333,6.27272727272727,3.84210526315789,4.53846153846154,2.45454545454545,2.6,3,4.2,2.33333333333333,2.84615384615385,4.5
"154","R_3EMclJY9F05Yiyb",249,5,5,5,5,5,5,2,4.57142857142857,249,4,3,3,5,4,2,4,3,3.5,249,4,4,4,5,3,4,2,3,2,3,2,2,1,3,3,3,3,3,3,1,3,2,2,2,2.38888888888889,4,2,3,4,5,2,4,3,4,2,2,3,4,2,4,4,3,4,3.27777777777778,2.9,3.25,2.38888888888889,3.46666666666667,1.7,2.05555555555556,3.77777777777778,3.83333333333333,6.72727272727273,2.26315789473684,4.38461538461539,3.18181818181818,3.2,1.4,3,2.88888888888889,3.76923076923077,4.35714285714286
"155","R_3ena31nbzCE2yGY",31,5,3,3,4,3,5,3,3.71428571428571,31,4,2,2,2,2,5,4,3,3,31,3,2,4,2,3,2.8,5,6,3,3,5,2,2,5,4,3,5,5,2,2,4,5,6,6,4.05555555555556,2,2,3,2,2,5,2,4,6,3,4,1,5,1,3,2,5,4,3.11111111111111,2.7,2.9375,4.05555555555556,3.1,3,1.83333333333333,3,3.38888888888889,7,3.52631578947368,3.38461538461538,3,4,2.46666666666667,3.8,4.11111111111111,2.84615384615385,4.78571428571429
"156","R_3EW3t6cdGMdkUIM",104,4,3,4,4,5,4,2,3.71428571428571,104,5,5,4,2,5,5,4,2,4,104,2,4,2,4,3,3,4,5,5,1,1,2,1,3,3,3,1,1,1,2,2,5,1,6,2.61111111111111,1,2,3,2,2,1,5,3,1,5,1,1,2,2,7,2,6,1,2.61111111111111,3.15,2.5,2.61111111111111,3.86666666666667,2.2,2.33333333333333,2.77777777777778,3.72222222222222,4,2.42105263157895,3.30769230769231,4.09090909090909,2.6,2.46666666666667,4.6,3.11111111111111,3.92307692307692,3.07142857142857
"157","R_3FJ7CJbECYdiRPn",9,4,2,4,4,2,4,2,3.14285714285714,9,4,1,2,4,3,4,3,2,2.875,9,1,3,2,5,4,3,1,1,1,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1.66666666666667,3,2,1,1,5,1,1,1,1,1,5,1,1,1,1,1,3,1,1.72222222222222,2.9,1.6875,1.66666666666667,3.46666666666667,3.3,2.5,3.77777777777778,2.72222222222222,5.72727272727273,4,3.53846153846154,2.81818181818182,1.4,2,2.2,2,3.61538461538462,3.5
"158","R_3fVjpVVRSqO8xMs",227,4,2,5,5,4,4,3,3.85714285714286,227,4,2,4,2,4,2,3,2,2.875,227,1,1,2,1,1,1.2,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,6,4,4.22222222222222,4,4,4,4,4,6,4,4,4,4,3,4,4,2,6,4,6,4,4.16666666666667,2.2,4.0625,4.22222222222222,2.5,3.4,3.16666666666667,1.88888888888889,2.88888888888889,6,2.31578947368421,2.69230769230769,2.36363636363636,2,1.93333333333333,3,2.88888888888889,2.38461538461538,3.42857142857143
"159","R_3g4V5yDaET0QLrP",16,5,1,1,2,2,3,1,2.14285714285714,16,2,5,4,5,5,5,5,5,4.5,16,1,4,1,2,5,2.6,5,NA,4,3,2,2,2,6,4,3,4,6,3,2,3,3,4,4,NA,5,5,1,4,5,5,5,2,7,5,1,2,3,1,2,2,2,3,3.33333333333333,3.8,3.4375,NA,3.73333333333333,2.4,1.72222222222222,3.27777777777778,3.61111111111111,6.90909090909091,3.84210526315789,3.53846153846154,3.36363636363636,2.6,1.86666666666667,3.2,3.77777777777778,3.53846153846154,4
"160","R_3G6UGEEiRgVVVV5",87,3,2,2,2,1,2,1,1.85714285714286,87,5,4,4,4,5,2,4,2,3.75,87,2,4,2,2,3,2.6,7,7,7,6,6,5,5,4,7,7,7,6,6,7,6,6,6,6,6.16666666666667,3,4,2,3,5,5,5,2,4,3,2,3,5,2,3,3,6,2,3.44444444444444,3.6,3.375,6.16666666666667,3.8,2.7,2,3.83333333333333,3.38888888888889,5.27272727272727,2.26315789473684,3.46153846153846,2.54545454545455,2.8,1.86666666666667,3.4,4.33333333333333,4.07692307692308,2.71428571428571
"161","R_3h49Ia77Es19wl3",33,3,2,4,4,2,3,4,3.14285714285714,33,2,2,3,3,3,4,4,2,2.875,33,2,2,1,1,2,1.6,5,3,6,4,5,4,4,4,4,4,4,5,4,5,7,5,5,4,4.55555555555556,4,4,4,4,5,5,4,6,4,4,4,5,4,2,6,4,3,4,4.22222222222222,2.55,4.3125,4.55555555555556,3.1,2,2.05555555555556,2.61111111111111,2.27777777777778,4.81818181818182,4.05263157894737,3.61538461538462,3,3,3,3.6,3,3.15384615384615,3.5
"162","R_3HRtB3WuOyN60y5",130,4,2,4,5,5,4,2,3.71428571428571,130,4,4,4,4,4,4,4,2,3.75,130,1,4,2,2,4,2.6,7,3,1,3,3,1,3,1,2,3,2,4,4,1,2,3,2,3,2.66666666666667,5,5,3,3,4,6,7,2,5,5,3,1,3,1,1,5,5,2,3.66666666666667,2.95,3.6875,2.66666666666667,3.86666666666667,3.1,1.61111111111111,3.77777777777778,3.83333333333333,3.72727272727273,5.26315789473684,3.38461538461538,1.90909090909091,2.2,4.06666666666667,1.6,3.55555555555556,4,3.78571428571429
"163","R_3hzRX40MpIXKkwP",129,3,2,2,4,1,2,2,2.28571428571429,129,3,1,2,2,3,2,5,4,2.75,129,1,3,3,4,4,3,3,3,3,4,3,3,4,5,5,4,3,4,4,2,2,3,4,4,3.5,5,4,4,5,5,5,4,4,4,6,3,4,5,3,2,2,5,2,4,3.15,4.0625,3.5,3.7,1.8,1.72222222222222,2.72222222222222,3.05555555555556,5.27272727272727,2.68421052631579,3.69230769230769,3.36363636363636,2.8,2.13333333333333,4.4,2.33333333333333,3,4
"164","R_3I0EoPVC0fn3KOF",24,3,1,1,4,1,3,2,2.14285714285714,24,5,5,4,4,4,2,5,4,4.125,24,2,3,3,4,5,3.4,3,3,5,3,2,2,2,3,3,5,4,5,2,3,4,5,2,5,3.38888888888889,2,6,4,4,7,6,5,5,4,3,2,6,1,3,3,7,5,1,4.11111111111111,3.85,4.25,3.38888888888889,3.8,1.9,2.11111111111111,4.27777777777778,3,6.45454545454545,2.15789473684211,3.92307692307692,2.72727272727273,3.2,1.73333333333333,4.6,4.77777777777778,3.30769230769231,4.21428571428571
"165","R_3IbDpG5UYUGUnfQ",110,5,5,3,5,5,5,3,4.42857142857143,110,5,3,3,3,3,5,5,3,3.75,110,1,2,1,1,3,1.6,4,1,1,1,5,5,1,1,1,1,1,7,1,1,3,1,4,1,2.22222222222222,1,1,1,1,4,1,1,1,4,1,7,1,1,2,1,7,1,1,2.05555555555556,2.45,2.1875,2.22222222222222,4.33333333333333,2,2.66666666666667,4.38888888888889,3.38888888888889,7,2.84210526315789,4.38461538461539,2.90909090909091,2.4,2.73333333333333,4.4,2.66666666666667,4.07692307692308,4.85714285714286
"166","R_3ilQ2U4Y8oRC8gz",137,1,1,1,2,2,2,1,1.42857142857143,137,4,5,2,4,5,5,2,5,4,137,3,3,5,5,4,4,2,2,2,1,1,2,1,1,1,2,2,4,6,2,2,5,1,3,2.22222222222222,5,3,2,6,6,3,6,7,6,5,7,4,1,5,3,7,5,1,4.55555555555556,4.2,4.75,2.22222222222222,3.53333333333333,3.1,1.61111111111111,4.27777777777778,3.94444444444444,5.09090909090909,2.68421052631579,3.92307692307692,2.45454545454545,2,1.6,2.8,4.77777777777778,3.30769230769231,4.71428571428571
"167","R_3iRp4evJQR0w0QS",143,3,2,3,4,4,3,2,3,143,5,5,5,4,5,5,5,5,4.875,143,5,4,5,5,5,4.8,4,2,1,1,3,1,2,2,2,2,1,2,1,4,3,3,2,2,2.11111111111111,3,3,3,2,6,3,3,5,2,1,2,3,4,3,5,2,4,1,3.05555555555556,4.2,3.125,2.11111111111111,3.43333333333333,3.3,1.88888888888889,2.88888888888889,3.66666666666667,6.27272727272727,2.57894736842105,4.69230769230769,4.09090909090909,4,1.46666666666667,4.2,NA,3.30769230769231,4.57142857142857
"168","R_3iVV6jmtWrotz9E",185,3,3,4,4,1,2,1,2.57142857142857,185,5,3,4,4,5,3,3,3,3.75,185,3,2,3,2,3,2.6,1,3,4,2,2,1,1,3,2,2,3,3,4,2,4,4,1,3,2.5,4,4,5,2,7,5,4,4,5,1,4,2,2,1,3,4,6,1,3.55555555555556,3.35,3.5625,2.5,3.46666666666667,1.8,2,3.38888888888889,3.72222222222222,6,4.57894736842105,3.84615384615385,1.81818181818182,3.2,3.73333333333333,3.6,3.22222222222222,3,4.28571428571429
"169","R_3j1el2D1ZyTAuU0",230,4,3,5,5,4,4,2,3.85714285714286,230,4,4,4,4,5,5,4,2,4,230,4,5,5,2,5,4.2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1.11111111111111,6,2,2,1,4,1,5,6,2,1,6,2,1,1,5,4,6,1,3.11111111111111,3.4,3.0625,1.11111111111111,2.3,3.9,2.61111111111111,2.61111111111111,4,6.09090909090909,3.31578947368421,3.76923076923077,3.81818181818182,4,2.66666666666667,3.6,2.44444444444444,3.38461538461538,4.71428571428571
"170","R_3kHyCiqQI5DtHGN",117,3,1,1,1,3,4,3,2.28571428571429,117,4,4,4,4,5,5,4,3,4.125,117,3,3,3,3,3,3,1,5,1,1,1,1,2,3,7,1,1,1,2,4,1,2,3,3,2.22222222222222,4,1,3,4,4,5,5,4,5,1,6,4,4,1,5,5,5,NA,NA,3.7,3.8125,2.22222222222222,3.03333333333333,2.5,3,3.05555555555556,3.77777777777778,5.72727272727273,3.21052631578947,2.92307692307692,1.63636363636364,3.4,2.26666666666667,2.6,4.66666666666667,3.23076923076923,4.5
"171","R_3KMDwBpog3OMS36",48,2,2,4,3,2,2,1,2.28571428571429,48,2,2,2,2,2,4,4,3,2.625,48,2,4,1,4,4,3,5,3,3,2,3,3,2,3,2,2,3,2,2,2,2,3,2,3,2.61111111111111,5,3,5,4,6,5,5,5,4,3,5,3,3,2,3,3,4,3,3.94444444444444,3.1,4,2.61111111111111,3.83333333333333,2.2,1.94444444444444,3.44444444444444,3.16666666666667,6.45454545454545,4.26315789473684,2.76923076923077,3.09090909090909,3.4,2.2,3.4,3.33333333333333,3.69230769230769,4.35714285714286
"172","R_3KVNJCCgjktWxCq",159,4,5,5,5,5,5,5,4.85714285714286,159,1,1,2,1,1,4,5,1,2,159,2,4,5,3,4,3.6,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,3,1,2,1.38888888888889,5,3,5,6,5,6,2,6,2,1,5,1,5,1,1,1,6,1,3.44444444444444,2.1,3.4375,1.38888888888889,2.7,3.6,2.88888888888889,2.61111111111111,3.16666666666667,3.63636363636364,4.89473684210526,2.92307692307692,3.09090909090909,4.2,2.2,3.8,2.44444444444444,3,4.28571428571429
"173","R_3KZLtYq2PQjwoJq",240,5,3,3,5,4,4,4,4,240,4,1,4,2,2,1,3,3,2.5,240,3,4,3,4,4,3.6,1,1,1,1,1,1,3,1,7,1,2,1,1,1,2,1,1,1,1.55555555555556,1,1,1,1,4,1,1,1,7,1,7,1,1,3,1,1,1,1,1.94444444444444,2.6,2.0625,1.55555555555556,4.33333333333333,1.4,1.33333333333333,4.27777777777778,3.61111111111111,5,4,4.69230769230769,2.72727272727273,3.4,2.86666666666667,3.6,2.44444444444444,4.07692307692308,3.85714285714286
"174","R_3lJrgVGTxwKVGsA",134,4,2,4,5,5,4,2,3.71428571428571,134,4,2,2,4,4,5,4,1,3.25,134,3,5,4,5,5,4.4,2,2,3,2,3,2,2,2,1,1,2,2,3,3,1,2,2,3,2.11111111111111,3,3,3,3,6,5,5,6,3,2,3,3,3,2,2,5,3,2,3.44444444444444,3.2,3.5625,2.11111111111111,3.7,1.6,1.66666666666667,3.66666666666667,3.83333333333333,5.18181818181818,3.94736842105263,4.07692307692308,3.09090909090909,3.6,2.53333333333333,2.8,3.88888888888889,3.92307692307692,4.42857142857143
"175","R_3lLKf94O5Y97Cem",123,1,1,2,4,3,2,1,2,123,3,1,2,1,3,2,4,2,2.25,123,2,3,1,3,4,2.6,2,2,1,2,2,3,1,2,6,2,2,1,1,2,2,3,4,4,2.33333333333333,5,2,2,5,6,2,3,3,3,5,3,6,2,2,3,5,3,2,3.44444444444444,2.95,3.5625,2.33333333333333,3.56666666666667,1.9,2,4.05555555555556,2.83333333333333,5.90909090909091,2.89473684210526,3.92307692307692,2.27272727272727,4,2.4,4,3.77777777777778,3.53846153846154,4.71428571428571
"176","R_3lQrJPgNGdk4jdE",60,5,5,5,5,4,4,4,4.57142857142857,60,2,2,2,2,3,5,3,1,2.5,60,2,4,2,1,2,2.2,6,5,3,3,5,4,3,5,6,6,4,5,5,5,2,4,5,4,4.44444444444444,6,5,5,5,7,6,5,5,6,NA,7,5,2,2,6,5,7,5,NA,2.05,NA,4.44444444444444,1.86666666666667,3.7,3.61111111111111,3.77777777777778,2.77777777777778,3.90909090909091,5.21052631578947,3.69230769230769,3.90909090909091,2,2.53333333333333,3.2,2.11111111111111,2.69230769230769,2.28571428571429
"177","R_3m3hYS6umujXrOM",187,2,1,2,2,1,4,2,2,187,5,3,2,4,4,4,4,4,3.75,187,4,4,4,4,2,3.6,3,1,5,7,5,5,3,2,3,5,3,2,1,1,5,4,2,5,3.44444444444444,3,3,5,5,5,5,6,5,5,2,3,4,5,3,1,5,3,6,4.11111111111111,3.8,4.0625,3.44444444444444,3.16666666666667,1.9,2.05555555555556,4.61111111111111,3.66666666666667,6.81818181818182,2.05263157894737,3.53846153846154,2.63636363636364,2.8,1.6,4,4.55555555555556,4.23076923076923,4.85714285714286
"178","R_3M4D5SHhMPJOili",205,2,2,2,3,2,2,3,2.28571428571429,205,2,2,4,4,2,4,4,2,3,205,3,3,4,4,4,3.6,3,1,2,1,2,1,4,2,1,1,1,1,1,1,2,2,1,1,1.55555555555556,5,3,2,3,4,3,2,2,3,1,5,1,1,2,1,2,3,7,2.77777777777778,3.4,2.5,1.55555555555556,2.93333333333333,1.3,1.88888888888889,3.77777777777778,3.22222222222222,5.63636363636364,2.15789473684211,3.92307692307692,2.90909090909091,2.6,1.86666666666667,4.2,4.44444444444444,4,4
"179","R_3MAMLT5sqPGxXMg",176,4,1,1,2,2,2,1,1.85714285714286,176,5,4,5,5,4,1,3,5,4,176,1,2,2,2,2,1.8,5,1,6,2,5,3,5,2,5,5,3,1,1,2,1,3,1,4,3.05555555555556,7,5,6,5,5,7,6,7,5,1,7,1,1,1,3,5,6,1,4.38888888888889,3.5,4.5,3.05555555555556,2.73333333333333,2.9,2.05555555555556,2.66666666666667,3.5,7,2.05263157894737,4.07692307692308,3.27272727272727,2.2,1.26666666666667,4.8,3,4.07692307692308,4.21428571428571
"180","R_3MDMnc9MjZULtEw",39,3,2,2,3,2,1,3,2.28571428571429,39,3,2,2,2,3,4,5,2,2.875,39,1,4,1,1,1,1.6,6,4,5,4,6,6,7,7,2,3,7,2,2,7,4,5,7,4,4.88888888888889,5,5,6,1,1,3,1,5,4,1,6,2,2,4,2,5,2,1,3.11111111111111,2.85,3.3125,4.88888888888889,3.26666666666667,1.4,1.77777777777778,3.27777777777778,2.05555555555556,4.90909090909091,3.47368421052632,4.15384615384615,3,3.2,NA,1.2,1.66666666666667,3.30769230769231,2.85714285714286
"181","R_3n0gfVMPKudKYwZ",72,1,1,1,2,2,2,1,1.42857142857143,72,5,4,3,3,4,5,4,4,4,72,4,4,3,2,4,3.4,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1.27777777777778,5,5,4,5,5,7,3,4,5,3,3,5,2,3,5,3,7,3,4.27777777777778,4.05,4.1875,1.27777777777778,3.3,3.1,2.66666666666667,2.83333333333333,3.83333333333333,5.45454545454545,2.05263157894737,3.46153846153846,2.45454545454545,3.4,1.46666666666667,3.8,4.88888888888889,3.53846153846154,4.64285714285714
"182","R_3n7rqIiOdSbV8e5",161,4,2,4,4,4,3,1,3.14285714285714,161,3,1,2,5,2,1,5,4,2.875,161,1,1,1,2,1,1.2,7,5,6,4,4,5,5,5,5,3,4,4,2,7,6,5,5,4,4.77777777777778,4,5,6,3,6,6,3,7,6,4,2,6,4,1,7,1,7,1,4.38888888888889,2.45,4.4375,4.77777777777778,2.7,2.4,3.22222222222222,2.05555555555556,2.55555555555556,6.09090909090909,1.31578947368421,3.15384615384615,3.45454545454545,2,1.66666666666667,3.2,2.55555555555556,1.92307692307692,3.64285714285714
"183","R_3NCzi81D7AdhF2z",32,5,5,5,5,5,5,1,4.42857142857143,32,5,5,5,5,5,5,1,1,4,32,1,1,1,5,1,1.8,1,1,1,1,1,1,1,1,1,1,3,1,1,1,6,1,1,1,1.38888888888889,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,4,1,4,1.66666666666667,2.6,1.5625,1.38888888888889,2.5,4.4,2.05555555555556,3.72222222222222,3.16666666666667,4,4.42105263157895,1.84615384615385,4.09090909090909,1.4,1.2,4.4,4.11111111111111,3.46153846153846,4.42857142857143
"184","R_3nJy3mdRUbeJsN2",45,4,4,4,4,2,4,2,3.42857142857143,45,4,4,3,4,4,2,5,2,3.5,45,2,4,2,1,2,2.2,1,2,2,1,2,2,2,2,6,1,1,2,2,2,3,2,1,2,2,4,5,3,2,6,3,3,3,5,2,3,2,2,1,2,5,5,1,3.16666666666667,2.85,3.1875,2,3.36666666666667,2.7,2.38888888888889,2,3.11111111111111,NA,2.73684210526316,2.15384615384615,3.63636363636364,3,1.33333333333333,3,3.11111111111111,3.61538461538462,4.71428571428571
"185","R_3OqYqFxhBr4g1am",29,4,1,4,4,5,5,1,3.42857142857143,29,5,4,5,2,5,4,3,2,3.75,29,2,5,5,2,5,3.8,5,3,3,3,3,3,3,3,3,3,2,5,3,3,6,5,3,4,3.5,3,5,5,5,4,5,3,3,5,3,7,4,3,3,5,7,5,3,4.33333333333333,3.35,4.375,3.5,2.66666666666667,NA,2.66666666666667,2.5,2.72222222222222,6.09090909090909,3.47368421052632,1.84615384615385,4,2.4,2.33333333333333,4,2.77777777777778,3.30769230769231,3.85714285714286
"186","R_3oXBIsumAEQD0Qe",209,4,4,4,5,5,4,4,4.28571428571429,209,2,1,3,2,2,2,4,2,2.25,209,1,1,2,2,2,1.6,6,6,3,4,5,4,4,5,6,5,3,5,5,6,5,2,6,3,4.61111111111111,5,2,3,2,3,3,3,3,4,1,3,2,2,2,5,2,5,2,2.88888888888889,1.9,2.8125,4.61111111111111,2.1,4.3,3.33333333333333,1.83333333333333,2.16666666666667,6.72727272727273,2.26315789473684,3.38461538461538,3.45454545454545,2.6,1.26666666666667,3.4,1.66666666666667,3,3.85714285714286
"187","R_3oZx5QifYlvNMXi",140,1,3,3,4,1,1,3,2.28571428571429,140,2,1,2,1,1,1,3,4,1.875,140,5,4,3,4,4,4,5,6,6,3,3,2,2,2,2,2,6,6,6,2,2,4,2,5,3.66666666666667,2,3,2,4,6,2,2,3,2,2,2,2,4,2,4,4,5,2,2.94444444444444,3.05,2.875,3.66666666666667,3.46666666666667,2,2.38888888888889,3.16666666666667,3.5,4.54545454545455,3.68421052631579,3.92307692307692,3.72727272727273,2.6,1.8,4,2.88888888888889,3.61538461538462,5
"188","R_3PGlglRCteiQyPn",111,3,2,5,2,4,5,1,3.14285714285714,111,5,2,3,4,5,5,1,3,3.5,111,2,4,2,4,4,3.2,4,1,1,1,2,1,1,1,1,3,4,1,1,2,3,1,1,1,1.66666666666667,5,4,5,2,5,4,4,4,4,1,3,2,3,3,2,4,3,1,3.27777777777778,3.2,3.4375,1.66666666666667,3,3.5,1.83333333333333,3.05555555555556,3.72222222222222,5.90909090909091,3.36842105263158,2.46153846153846,2.72727272727273,2.2,3.13333333333333,2.8,2.11111111111111,3.15384615384615,5
"189","R_3PY6Mcovy5wp0dX",44,5,4,5,5,4,4,1,4,44,4,4,4,4,4,4,4,4,4,44,1,2,2,2,1,1.6,5,3,5,5,3,5,5,3,5,3,3,5,3,5,5,5,5,3,4.22222222222222,5,5,5,5,3,5,5,5,3,5,3,3,3,3,5,5,5,5,4.33333333333333,2.7,4.25,4.22222222222222,2.6,3.4,3.27777777777778,1.88888888888889,2.5,7,1.94736842105263,3.84615384615385,2.18181818181818,2.4,1.6,4,NA,2.15384615384615,4.14285714285714
"190","R_3qJxbR3lTvumSJm",155,4,2,5,4,2,5,2,3.42857142857143,155,4,3,4,4,3,4,4,4,3.75,155,1,2,2,4,4,2.6,2,2,4,2,6,3,3,2,5,3,1,2,2,5,1,1,5,2,2.83333333333333,7,7,3,5,5,7,5,6,3,2,3,3,5,2,4,5,7,1,4.44444444444444,3.05,4.5,2.83333333333333,3.1,3.5,3.11111111111111,2.33333333333333,2.33333333333333,5.72727272727273,3.21052631578947,3.61538461538462,2.81818181818182,3.4,2.4,3.6,1.88888888888889,2.07692307692308,4.28571428571429
